customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Target,Tenure_Group,Service_Count,Estimated_Billed_Value,Charge_per_Tenure_Month,Streaming_Adoption,Churn_Probability,Risk_Band,Expected_Revenue_at_Risk,Normalized_Value,Retention_Priority_Score,High_Value,High_Risk,Retention_Segment
5939-XAIXZ,Female,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,No,0,13-24,2,1065.9,54.41578947368421,0,0.16001930382474255,Low,24.25578017234802,0.12273771567891974,0.019640403815979927,False,False,Low Priority
7576-OYWBN,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8,Yes,1,0-6,1,228.14999999999998,77.26666666666667,0,0.8000842777053631,Critical,67.82326559722424,0.024539337959489867,0.01963353848668625,False,True,Automated Retention
6402-SSEJG,Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.05,1540.2,No,0,25-48,5,1526.25,61.608,1,0.11097827819525366,Low,19.31186012327671,0.1766984714928732,0.01960969212601218,True,False,Loyal / High Value
6617-WLBQC,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,No,0,13-24,2,1882.55,78.73260869565217,0,0.08971608075577635,Low,19.936222789436577,0.21846281882970742,0.019599627896260567,True,False,Loyal / High Value
9828-QHFBK,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.15,1275.7,No,0,13-24,2,1227.6,53.15416666666667,0,0.13822694469936952,Low,18.600928907096385,0.14169167291822954,0.01958560703682927,False,False,Low Priority
5835-BEQEU,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,Yes,1,0-6,1,230.85000000000002,76.13333333333334,0,0.787502428467828,High,67.94470472931862,0.024855823330832708,0.019574021234598057,False,True,Automated Retention
6715-OFDBP,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes,1,0-6,4,350.25,69.28,1,0.503712302737999,Medium,51.57172681689262,0.038851509752438104,0.019569983442248425,False,True,Automated Retention
2925-MXLSX,Female,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),68.95,2038.7,No,0,25-48,4,2068.5,67.95666666666666,1,0.08142390759907017,Low,13.662181118875743,0.24025928357089268,0.019562849705295163,True,False,Loyal / High Value
5125-CNDSP,Male,0,No,Yes,63,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,No,0,49-72,3,2557.8,41.09444444444444,0,0.06572792406005065,Low,3.410838267207146,0.2976134658664666,0.01956151528371959,True,False,Loyal / High Value
2725-IWWBA,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,No,0,25-48,4,2617.4,55.65434782608696,0,0.064192520629796,Low,5.230168487131595,0.30459958739684917,0.01955301529779959,True,False,Loyal / High Value
9720-JJJOR,Male,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),60.3,2511.3,No,0,25-48,4,2472.2999999999997,61.25121951219513,0,0.06798164679395428,Low,6.985530010610819,0.28759142910727675,0.01955093895453943,True,False,Loyal / High Value
2894-QOJRX,Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,Yes,1,25-48,1,850.0,34.12,1,0.20008956747728268,Low,17.37069594860077,0.09743060765191297,0.019494848144120093,False,False,Low Priority
9309-BZGNT,Male,1,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,No,0,49-72,1,2056.2000000000003,30.93188405797102,0,0.08152926064899602,Low,6.103682392835617,0.23881751687921982,0.019470615581191918,True,False,Loyal / High Value
3402-XRIUO,Female,1,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,1381.8,No,0,13-24,4,1398.1,62.809090909090905,0,0.12038701069109478,Low,19.985592682659625,0.16167713803450862,0.019463827345065996,True,False,Loyal / High Value
4422-QVIJA,Female,0,No,Yes,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.15,1655.35,No,0,25-48,1,1755.25,47.29571428571428,0,0.09562084346976525,Low,13.137368719279765,0.20354111965491373,0.019462773542183266,True,False,Loyal / High Value
6784-XYJAE,Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,No,0,25-48,2,2008.8,53.93055555555556,0,0.08340099204935805,Low,10.87893419265747,0.23326144036009,0.019454235532893674,True,False,Loyal / High Value
6598-KELSS,Male,0,No,Yes,50,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),43.05,2208.05,No,0,49-72,3,2152.5,44.161,1,0.07777250266797187,Low,6.740816518664359,0.2501054951237809,0.019451330286788672,True,False,Loyal / High Value
4903-CNOZC,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,No,0,25-48,4,2056.1000000000004,67.7448275862069,1,0.08127363061727588,Low,14.006497758626939,0.23880579519879971,0.019408613988252083,True,False,Loyal / High Value
2257-BOVXD,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,No,0,13-24,3,932.3999999999999,69.96428571428571,1,0.18119441815599197,Low,31.120546334981917,0.1070892723180795,0.019403978388422994,False,False,Low Priority
5906-CVLHP,Female,0,Yes,Yes,45,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.15,2319.8,Yes,1,25-48,3,2436.75,51.55111111111111,0,0.06842532890198248,Low,6.4454937994480135,0.28342437171792945,0.019393405853637063,True,False,Loyal / High Value
8773-HHUOZ,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,Yes,1,13-24,3,1099.9,64.3,1,0.15278776840946998,Low,28.086894872784615,0.12672308702175544,0.01936173767201308,False,False,Low Priority
1452-XRSJV,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,2066.0,No,0,25-48,2,1990.9499999999998,52.97435897435897,0,0.0837188519662331,Low,11.20685138180852,0.23116912040510124,0.019353213370358988,True,False,Loyal / High Value
6537-OTKMY,Male,0,No,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,No,0,13-24,3,761.25,45.88,1,0.22229197138574786,Low,25.712779447436333,0.08702761627906977,0.019345540387676823,False,False,Low Priority
9938-EKRGF,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,0,13-24,7,1266.75,85.85666666666665,1,0.13222232479435614,Low,30.999548868834975,0.14628071080270066,0.019341575654903968,False,False,Low Priority
8242-PDSGJ,Male,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.15,2692.75,No,0,49-72,3,2740.5,38.46785714285714,0,0.060547470228010804,Low,1.9038016078993678,0.31902897599399843,0.019316397425869394,True,False,Loyal / High Value
3191-CSNMG,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.7,239.45,No,0,0-6,2,242.10000000000002,79.81666666666666,1,0.7377159262002061,High,68.26659750938416,0.02617451237809452,0.01930935464184476,False,True,Automated Retention
6047-SUHPR,Male,0,Yes,Yes,39,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,59.8,2343.85,No,0,25-48,4,2332.2,60.09871794871795,0,0.07119538141915942,Low,8.044889122247696,0.27116935483870963,0.019306005646929313,True,False,Loyal / High Value
1980-KXVPM,Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.05,256.25,Yes,1,0-6,1,225.14999999999998,85.41666666666667,0,0.7975396255318798,High,67.18581676483154,0.024187687546886716,0.019290639268626144,False,True,Automated Retention
8318-LCNBW,Male,0,Yes,No,35,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),53.15,1930.9,No,0,25-48,4,1860.25,55.16857142857143,1,0.08906208957394414,Low,13.200866647064686,0.21584888409602399,0.019223952649795973,True,False,Loyal / High Value
8970-ANWXO,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,No,0,13-24,4,1696.25,76.37391304347825,1,0.09769150968364082,Low,21.384268440306187,0.19662532820705175,0.019208625154588252,True,False,Loyal / High Value
7078-NVFAM,Female,0,Yes,Yes,32,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,35.15,1051.05,No,0,25-48,2,1124.8,32.8453125,0,0.148165662283881,Low,14.793664517998694,0.12964178544636157,0.01920846100032497,False,False,Low Priority
1431-AIDJQ,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,0,25-48,6,2709.2999999999997,78.88181818181818,1,0.06083281789401036,Low,5.046170278638601,0.31537181170292566,0.0191849559902282,True,False,Loyal / High Value
3511-BFTJW,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,No,0,49-72,3,2772.0,38.375,0,0.0593918600926107,Low,1.6659740004688501,0.32272130532633153,0.019167018614846182,True,False,Loyal / High Value
1936-CZAKF,Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,No,0,49-72,3,2432.85,49.18163265306123,1,0.06772974930533218,Low,5.813937335461378,0.28296722618154535,0.019165299290901296,True,False,Loyal / High Value
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,1,0-6,5,208.8,121.4,1,0.8605027433152517,Critical,97.1193247318268,0.022271192798199547,0.019164422499753586,False,True,Automated Retention
3689-MOZGR,Female,0,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,No,0,25-48,1,904.8,31.93793103448276,0,0.184516779318533,Low,13.523467469215392,0.10385408852213053,0.01916282193316535,False,False,Low Priority
4003-OCTMP,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910.75,No,0,25-48,4,1984.0,61.63709677419355,1,0.0831789509929212,Low,13.085348129272461,0.23035446361590395,0.019160642640107927,True,False,Loyal / High Value
4343-EJVQB,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.35,533.6,No,0,7-12,2,520.4499999999999,76.22857142857143,0,0.3255714760754807,Medium,47.16852264106273,0.05880180982745685,0.019144192021434834,False,True,Automated Retention
4290-BSXUX,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Yes,1,0-6,2,238.95000000000002,83.91666666666667,0,0.7407759821852192,High,68.2174358189106,0.025805279444861214,0.019115931226331116,False,True,Automated Retention
0432-CAJZV,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.7,237.65,No,0,0-6,3,272.1,79.21666666666667,1,0.6430421426114261,High,73.61067382693291,0.02969101650412603,0.019092574869124416,False,True,Automated Retention
2522-WLNSF,Female,1,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,No,0,25-48,4,2182.8,61.95,1,0.07524579408555052,Low,10.008074086904527,0.25365716429107277,0.01908663475257072,True,False,Loyal / High Value
4923-ADWXJ,Female,0,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No,0,25-48,4,1645.0,67.186,1,0.10008446178389155,Low,18.697931164503096,0.19061796699174793,0.0190778966327087,True,False,Loyal / High Value
8672-OAUPW,Male,0,No,Yes,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),47.85,2356.75,No,0,49-72,2,2440.35,46.21078431372549,0,0.06717768349969756,Low,4.803670871257782,0.2838463522130532,0.01906814041151217,True,False,Loyal / High Value
9643-YBLUR,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.05,653.95,No,0,7-12,4,621.4499999999999,72.66111111111111,1,0.26982270668821784,Low,40.99871736764908,0.07064070705176294,0.019060466779076152,False,False,Low Priority
2276-YDAVZ,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,Yes,1,0-6,1,225.29999999999998,90.23333333333332,0,0.7873580678700065,High,66.8041150510311,0.024205270067516875,0.019058214672631787,False,True,Automated Retention
8035-BUYVG,Male,0,Yes,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.35,1716.45,Yes,1,25-48,3,1694.0,42.91125,0,0.09702562447595689,Low,11.398672416806221,0.1963615903975994,0.019052105931419143,True,False,Loyal / High Value
7995-ZHHNZ,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),56.1,2386.85,No,0,25-48,2,2356.2000000000003,56.8297619047619,0,0.06941641668061933,Low,6.595264338701964,0.27398255813953487,0.019018887419035964,True,False,Loyal / High Value
3916-NRPAP,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,No,0,0-6,3,257.1,85.58333333333333,1,0.6805563764165289,High,70.99960244894028,0.027932764441110276,0.019009820951338477,False,True,Automated Retention
6110-OHIHY,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,Yes,1,0-6,2,237.75,89.2,1,0.740487843272075,High,67.68075430393219,0.02566461927981995,0.01900433857891279,False,True,Automated Retention
7191-ADRGF,Male,0,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No,0,25-48,4,2389.2,54.32840909090908,1,0.06839641198266047,Low,6.648225545883179,0.27785071267816946,0.0190039918140119,True,False,Loyal / High Value
3723-BFBGR,Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1291.3,No,0,13-24,2,1315.1999999999998,53.80416666666667,0,0.12497149423676346,Low,19.629916024208068,0.15195986496624153,0.018990651388848007,False,False,Low Priority
3733-ZEECP,Male,0,Yes,Yes,22,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,1232.9,No,0,13-24,2,1124.2,56.040909090909096,0,0.14653372634000603,Low,19.97112264633179,0.12957145536384096,0.018986588181761375,False,False,Low Priority
4730-AWNAU,Male,0,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.7,2234.55,No,0,25-48,5,2185.2000000000003,62.07083333333334,1,0.07474858615474099,Low,9.983031544089318,0.25393848462115526,0.018981542695708793,True,False,Loyal / High Value
0378-TOVMS,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,1,0-6,3,257.4,90.73333333333332,1,0.6783737832448042,High,70.97027692794799,0.027967929482370587,0.018972710132479635,False,True,Automated Retention
7274-CGTOD,Male,0,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3,No,0,49-72,4,2709.4,42.230645161290326,0,0.059991361702324206,Low,2.0481977026909592,0.3153835333833458,0.01892028762615734,True,False,Loyal / High Value
8745-PVESG,Female,0,No,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25,No,0,49-72,3,2342.7000000000003,39.61842105263158,0,0.06940009053472643,Low,4.853411880880595,0.2724001312828207,0.01890459377269912,True,False,Loyal / High Value
4676-WLUHT,Male,0,No,No,54,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),46.2,2431.95,No,0,49-72,3,2494.8,45.036111111111104,1,0.06501596508085672,Low,3.7426340684294703,0.29022880720180044,0.018869505994490953,True,False,Loyal / High Value
7109-MFBYV,Male,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,1233.15,No,0,25-48,1,1181.7,47.42884615384616,0,0.13820484266570995,Low,15.847696512937548,0.13631142160540136,0.01883889857651375,False,False,Low Priority
4695-VADHF,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,Yes,1,13-24,3,1034.1000000000001,55.047222222222224,1,0.15825915098065005,Low,25.160914935171604,0.11901022130532635,0.01883445658180022,False,False,Low Priority
0581-BXBUB,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,0,0-6,2,291.0,79.4375,0,0.589836755262741,Medium,57.9737099558115,0.031906414103525876,0.01881957576689306,False,True,Automated Retention
4973-RLZVI,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,No,0,25-48,6,2239.5,76.95333333333333,1,0.07222393314087594,Low,10.386445778608323,0.26030335708927227,0.018800132258761156,True,False,Loyal / High Value
9702-AIUJO,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),44.8,2230.85,No,0,49-72,1,2240.0,44.617,0,0.0721601749599691,Low,6.04768180847168,0.2603619654913728,0.0187877649827789,True,False,Loyal / High Value
1320-HTRDR,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,Yes,1,0-6,1,226.5,73.53333333333333,0,0.7716050419269086,High,66.36204352974892,0.024345930232558138,0.018785442517842612,False,True,Automated Retention
2235-DWLJU,Female,1,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.4,263.05,No,0,0-6,2,266.4,43.84166666666667,1,0.6462798192398868,High,35.64646625518799,0.029022880720180038,0.018756902105658748,False,True,Automated Retention
8851-RAGOV,Female,0,Yes,No,25,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.05,1837.7,No,0,25-48,5,1776.25,73.508,1,0.09102159074565086,Low,17.87489662915468,0.20600267254313578,0.018750690952731634,True,False,Loyal / High Value
2155-AMQRX,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,No,0,25-48,2,1537.2,53.75535714285714,0,0.10521282091567297,Low,15.93835252225399,0.17798199549887472,0.01872598781863722,True,False,Loyal / High Value
6773-LQTVT,Female,1,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,No,0,25-48,2,1033.85,35.35,0,0.1572510612955305,Low,15.976255643367766,0.11898091710427605,0.018709875488562944,False,False,Low Priority
1518-OMDIK,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No,0,25-48,1,1470.1499999999999,44.32121212121212,0,0.10989538500845789,Low,13.827279496192931,0.17012260877719426,0.01869568959021302,True,False,Loyal / High Value
6177-PEVRA,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35,No,0,25-48,3,2664.0,54.73645833333333,0,0.06026170966125284,Low,3.003735490143299,0.3100618904726181,0.018684859620680092,True,False,Loyal / High Value
7854-EDSSA,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1254.7,Yes,1,13-24,3,1298.0,57.03181818181818,0,0.12458565097675009,Low,20.548564702272415,0.1499437359339835,0.01868083795122125,False,False,Low Priority
4023-RTIQM,Female,1,Yes,No,31,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),50.4,1580.1,No,0,25-48,4,1562.3999999999999,50.97096774193548,1,0.10311555125090292,Low,15.095364189147949,0.18093585896474115,0.01865730083820491,True,False,Loyal / High Value
3370-HXOPH,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.1,257.6,No,0,0-6,1,228.29999999999998,85.86666666666667,0,0.7582504414710727,High,66.2626787006855,0.024556920480120023,0.018620295795221033,False,True,Automated Retention
5353-WILCI,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.05,1522.65,No,0,25-48,3,1569.3999999999999,54.38035714285714,0,0.1022617753485576,Low,15.764475093781947,0.1817563765941485,0.018586729751438647,True,False,Loyal / High Value
6458-CYIDZ,Female,1,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.7,374.8,No,0,0-6,3,403.5,74.96000000000001,0,0.41210500150995566,Medium,57.96009389162064,0.04509330457614403,0.018583176350440725,False,True,Automated Retention
5438-QMDDL,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,No,0,13-24,3,1136.2,59.51842105263157,1,0.14170450873485407,Low,23.607311725616455,0.13097805701425355,0.018560181224250506,False,False,Low Priority
3794-NFNCH,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,No,0,25-48,2,1500.0,49.16333333333333,0,0.10672544716951168,Low,15.648777782917023,0.17362153038259565,0.018529835468337478,True,False,Loyal / High Value
8882-TLVRW,Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.1,2779.5,No,0,49-72,3,2697.9,40.28260869565217,0,0.058965239159330995,Low,1.586107337102294,0.3140355401350337,0.018517180728591952,True,False,Loyal / High Value
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,1,0-6,1,223.20000000000002,76.51666666666667,0,0.7715953556644011,High,65.45849189758302,0.02395911477869467,0.018486741689071124,False,True,Automated Retention
8350-NYMVI,Female,0,No,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,No,0,25-48,3,1602.9,40.95,0,0.09951103963933454,Low,10.496701231598854,0.18568313953488372,0.0184775222586119,True,False,Loyal / High Value
0230-UBYPQ,Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,No,0,49-72,2,2274.3,36.490476190476194,0,0.06986765783187654,Low,4.086512520164251,0.26438250187546886,0.018471786177770715,True,False,Loyal / High Value
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,1,0-6,1,283.6,68.25,0,0.5951033173836244,Medium,56.31348795294762,0.031039009752438108,0.018471417671978588,False,True,Automated Retention
5832-EXGTT,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,No,0,25-48,3,1745.8000000000002,63.24655172413794,1,0.09113669830395359,Low,15.133886724710464,0.20243342085521382,0.018449113603118888,True,False,Loyal / High Value
0298-XACET,Male,0,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2554.0,No,0,49-72,4,2610.4,49.11538461538461,1,0.060698622018631944,Low,2.565030970424414,0.30377906976744184,0.018438970932985577,True,False,Loyal / High Value
3223-DWFIO,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,No,0,0-6,1,277.4,65.4125,0,0.6081661587724306,High,56.03762518763542,0.03031226556639159,0.01843489411320219,False,True,Automated Retention
4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No,0,25-48,3,2175.25,63.29857142857142,1,0.07288415132176149,Low,9.118659552186728,0.2527721774193548,0.018423085628963397,True,False,Loyal / High Value
5448-VWNAM,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,1375.6,No,0,13-24,5,1442.1000000000001,72.39999999999999,1,0.1104000607115527,Low,22.1363999158144,0.16683467741935484,0.018418558515889086,True,False,Loyal / High Value
2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,No,0,13-24,3,1166.3999999999999,64.81666666666666,1,0.13683247814853175,Low,25.480335903167724,0.13451800450112525,0.018406431911484316,False,False,Low Priority
5018-LXQQG,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No,0,25-48,4,1989.0,64.11666666666666,1,0.0796429771530904,Low,13.41038153618574,0.23094054763690922,0.018392792759168546,True,False,Loyal / High Value
4763-PGDPO,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281.0,Yes,1,0-6,1,281.6,70.25,0,0.5963277107138393,Medium,56.366418838500984,0.03080457614403601,0.018369622371483138,False,True,Automated Retention
5472-CVMDX,Female,0,No,No,68,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.9,2719.2,No,0,49-72,3,2645.2,39.98823529411764,0,0.059623171561308606,Low,1.8249453280121086,0.3078582145536383,0.01835548314288973,True,False,Loyal / High Value
6478-HRRCZ,Male,0,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5,2201.75,No,0,25-48,5,2256.0,68.8046875,1,0.06993556860623387,Low,8.9317931458354,0.2622374343585896,0.018339724081707896,True,False,Loyal / High Value
